iter	Logloss
135	0.001709827478
136	0.001681618597
137	0.001655944276
138	0.001632502803
139	0.001607986406
140	0.001582482574
141	0.001559637551
142	0.00153716965
143	0.001515803661
144	0.001492728988
145	0.001473312585
146	0.001453481013
147	0.001434299247
148	0.001415633631
149	0.001395865721
150	0.001380402577
151	0.001365733297
152	0.001345537917
153	0.001332450851
154	0.001315723812
155	0.001299404557
156	0.001284874682
157	0.00126892428
158	0.001253625107
159	0.001237419783
160	0.001223736214
161	0.00120767787
162	0.00119183567
163	0.001178088232
164	0.001165411895
165	0.001155684698
166	0.001142278749
167	0.001130916191
168	0.001118764518
169	0.001106619558
170	0.001094557552
171	0.001081278027
172	0.00106845315
173	0.001060188285
174	0.001050217823
175	0.001039925258
176	0.001029176643
177	0.00101648315
178	0.001004014611
179	0.0009935953148
180	0.0009936294218
181	0.0009837044639
182	0.000973301339
183	0.0009633162745
184	0.000953610273
185	0.0009463217539
186	0.0009463217539
187	0.0009383881912
188	0.0009296643803
189	0.0009194400781
190	0.0009104202769
191	0.0009019442873
192	0.00089375819
193	0.0008870393128
194	0.0008796586919
195	0.0008713906524
196	0.0008634392685
197	0.0008552939541
198	0.000848180634
199	0.0008397770056
200	0.0008318781447
201	0.0008238102321
202	0.0008157223516
203	0.0008087803478
204	0.0008027542748
205	0.0007959163969
206	0.0007941833301
207	0.0007941729526
208	0.0007865981969
209	0.0007865907939
210	0.000786574798
211	0.000786574137
212	0.0007791173736
213	0.000772517908
214	0.0007671191327
215	0.0007608371684
216	0.0007608210403
217	0.0007608210403
218	0.0007541745987
219	0.0007541690464
220	0.0007479017331
221	0.0007478887778
222	0.0007479039805
223	0.0007478785986
224	0.0007419336261
225	0.0007419336261
226	0.000741923513
227	0.0007361413648
228	0.000736152205
229	0.000736152205
230	0.0007361349532
231	0.0007361425545
232	0.0007361450663
233	0.0007361239147
234	0.0007361325075
235	0.0007361166438
236	0.0007361166438
237	0.0007361069273
238	0.000736108051
239	0.0007361066629
240	0.0007360939719
241	0.0007301194474
242	0.0007301194474
243	0.0007301010719
244	0.000730109797
245	0.0007300965111
246	0.0007300965111
247	0.0007300873895
248	0.0007301037159
249	0.0007300903639
250	0.0007242168901
251	0.0007242057194
252	0.0007242000349
253	0.0007241912437
254	0.0007241908471
255	0.0007241907149
256	0.0007241858236
257	0.0007241692989
258	0.0007241640771
259	0.0007241677126
260	0.0007241563436
261	0.0007241616315
262	0.0007241540962
263	0.000724157269
264	0.0007241436526
265	0.0007241436526
266	0.0007241322836
267	0.0007241322836
268	0.0007241389799
269	0.0007241101608
270	0.0007241126726
271	0.0007241119455
272	0.0007241225874
273	0.0007241141267
274	0.0007240910583
275	0.0007240831925
276	0.0007179630812
277	0.0007101420847
278	0.0007101568908
279	0.000710160328
280	0.0007101426796
281	0.0007101366646
282	0.0007101256922
283	0.0007101371273
284	0.000710136929
285	0.0007101279396
286	0.0007101233126
287	0.0007101160418
288	0.0007101107539
289	0.0007100979968
290	0.0007101108861
291	0.0007101108861
292	0.0007100710946
293	0.0007100937004
294	0.0007100885447
295	0.0007100885447
296	0.0007100810094
297	0.0007100845788
298	0.0007100718878
299	0.0007100621713
300	0.0007100366571
301	0.0007100324929
302	0.0007100223798
303	0.0007100389045
304	0.0007100311709
305	0.0007100299812
306	0.0007100232391
307	0.0007100357979
308	0.0007100065822
309	0.0007100065822
310	0.0007100078381
311	0.0007099985181
312	0.0007099930319
313	0.000710004467
314	0.0007099883389
315	0.0007100030129
316	0.0007099893965
317	0.0007099626926
318	0.0007016953625
319	0.0007016904712
320	0.000701675599
321	0.0007016750041
322	0.000701670728
323	0.0007016686128
324	0.0007016699348
325	0.0007016535423
326	0.000701644619
327	0.0007016495103
328	0.0007016517576
329	0.0007016380752
330	0.0007016261113
331	0.0007016261113
332	0.0007016179812
333	0.0007016026462
334	0.0007015854606
335	0.00070160919
336	0.0007015982176
337	0.0007015855928
338	0.0007015869808
339	0.0007016015887
340	0.0007015588889
341	0.0007015652343
342	0.0007015605413
343	0.0007015332425
344	0.0007015263683
345	0.0007015447437
346	0.0007015244514
347	0.0007015472555
348	0.0007015246497
349	0.0007015119587
350	0.0007015321849
351	0.0007015009863
352	0.000701516189
353	0.0007014719029
354	0.0007014823465
355	0.0007014429516
356	0.000701437862
357	0.0007014285421
358	0.0007014285421
359	0.0007014385891
360	0.0007014143969
361	0.0007014200153
362	0.0006989530479
363	0.0006989279965
364	0.0006989229729
365	0.000698916958
366	0.0006989118023
367	0.0006989208578
368	0.0006989088939
369	0.0006988936251
370	0.0006989025484
371	0.0006988878084
372	0.0006988672517
373	0.0006988542963
374	0.0006988866847
375	0.0006988696973
376	0.0006988662602
377	0.0006988591876
378	0.0006988657975
379	0.0006988743242
380	0.0006988722752
381	0.0006988436544
382	0.0006988359209
383	0.000698854098
384	0.0006988272619
385	0.0006988273941
386	0.0006988097457
387	0.000698810605
388	0.0006988178759
389	0.0006988126541
390	0.0006988061764
391	0.000698811266
392	0.0006987957989
393	0.0006987899161
394	0.0006987963938
395	0.0006987913042
396	0.0006987913042
397	0.0006987693594
398	0.0006987607004
399	0.000698753694
400	0.0006987548177
401	0.0006987548177
402	0.0006987489349
403	0.0006987547516
404	0.0006987519093
405	0.0006987607004
406	0.0006987566023
407	0.0006987591141
408	0.0006987447706
409	0.0006987259325
410	0.0006987100027
411	0.0006987056402
412	0.0006986996252
413	0.0006987193887
414	0.0006986936763
415	0.0006986877274
416	0.0006986866037
417	0.0006986775482
418	0.0006986797955
419	0.0006986817785
420	0.0006986708722
421	0.0006986712027
422	0.000698645953
423	0.0006986616184
424	0.0006986397397
425	0.0006986421192
426	0.0006986421192
427	0.0006986455564
428	0.0006986240743
429	0.0006986333942
430	0.000698644059
431	0.0006986236345
432	0.0006986236345
433	0.0006986248904
434	0.0006986093572
435	0.0006986024829
436	0.0006986081674
437	0.0006985635507
438	0.0006985760434
439	0.0006985453735
440	0.0006985453735
441	0.0006985797449
442	0.0006985517851
443	0.0006985499344
444	0.000698551058
445	0.0006985250151
446	0.0006985338724
447	0.0006985425974
448	0.0006985326826
449	0.0006985073667
450	0.000698518934
451	0.0006984870744
452	0.0006984832407
453	0.0006984654601
454	0.0006984859507
455	0.0006984517777
456	0.0006984641381
457	0.0006984472169
458	0.0006984555453
459	0.0006984396155
460	0.0006984451017
461	0.0006984101354
462	0.0006984188605
463	0.0006984055085
464	0.0006984055085
465	0.0006984064339
466	0.0006984043848
467	0.0006984170758
468	0.0006983973123
469	0.0006983921566
470	0.0006983813164
471	0.0006983717321
472	0.0006983651222
473	0.0006983457552
474	0.0006983140278
475	0.0006982983827
476	0.0006982947473
477	0.0006982888645
478	0.0006982888645
479	0.0006982999691
480	0.0006982802716
481	0.0006982916406
482	0.0006982970607
483	0.0006954098432
484	0.000695399003
485	0.0006953746126
486	0.0006953818173
487	0.0006953800988
488	0.0006953778514
489	0.0006953671434
490	0.0006953663502
491	0.0006953761329
492	0.0006953692586
493	0.0006953592116
494	0.0006953465206
495	0.0006953224606
496	0.0006953344906
497	0.0006953335652
498	0.0006953212709
499	0.0006953114882
500	0.000695312678
501	0.0006953206099
502	0.0006953073901
503	0.0006953114221
504	0.0006952903366
505	0.0006953044818
506	0.0006952858419
507	0.0006952748034
508	0.0006952767203
509	0.0006952782406
510	0.0006952530569
511	0.0006952512062
512	0.0006952551721
513	0.0006952411591
514	0.0006952373254
515	0.000695225692
516	0.0006952278733
517	0.0006952045404
518	0.000695208242
519	0.0006951940968
520	0.0006951906597
521	0.0006951819346
522	0.000695184843
523	0.000695184843
524	0.0006951610474
525	0.0006951642202
526	0.0006951742672
527	0.0006951742672
528	0.0006951680539
529	0.0006951539088
530	0.0006951437296
531	0.0006951385077
532	0.0006951278658
533	0.000695121256
534	0.0006951188764
535	0.0006951323606
536	0.000695107904
537	0.0006951056567
538	0.0006950894625
539	0.0006951035415
540	0.0006950933623
541	0.0006950889998
542	0.0006950930979
543	0.0006950561487
544	0.0006950662618
545	0.0006950526454
546	0.0006950584621
547	0.0006950550911
548	0.000695053703
549	0.0006950339395
550	0.0006950392274
551	0.0006950252805
552	0.0006950164233
553	0.0006950101439
554	0.0006950089541
555	0.0006950034018
556	0.0006950140438
557	0.0006949723354
558	0.0006949731286
559	0.0006949803334
560	0.000694968039
561	0.0006948717992
562	0.0006948663791
563	0.0006948538864
564	0.0006948564643
565	0.0006948444343
566	0.0006948300248
567	0.000694818127
568	0.0006948105917
569	0.0006947922824
570	0.0006948119798
571	0.000694802065
572	0.0006947882503
573	0.0006947876554
574	0.000694775956
575	0.0006947879198
576	0.0006947709325
577	0.0006947574483
578	0.0006947674953
579	0.0006947433032
580	0.0006947647192
581	0.000694723804
582	0.000694723804
583	0.0006947352391
584	0.0006947307444
585	0.0006947307444
586	0.0006947438981
587	0.0006947335205
588	0.000694719111
589	0.0006947407253
590	0.0006947407253
591	0.0006947407253
592	0.0006947407253
593	0.0006947310088
594	0.0006946969018
595	0.0006946969018
596	0.0006946938613
597	0.0006947021236
598	0.0006946943901
599	0.0006946900275
600	0.0006946945223
601	0.0006946901597
602	0.0006946867226
603	0.0006946729741
604	0.0006946708589
605	0.0006946738994
606	0.0006946672235
607	0.0006946476582
608	0.0006946476582
609	0.0006946479226
610	0.0006946479226
611	0.0006946457414
612	0.0006946572426
613	0.0006946540698
614	0.0006946278286
615	0.0006946253829
616	0.0006946359587
617	0.0006946268371
618	0.0006946081973
619	0.0006946210204
620	0.0006946011908
621	0.0006946055533
622	0.0006945766681
623	0.0006945727022
624	0.0006945727022
625	0.0006945831458
626	0.0006945677448
627	0.0006945602095
628	0.0006945757428
629	0.0006945530709
630	0.0006945587554
631	0.0006945494354
632	0.0006945549216
633	0.0006945477169
634	0.0006945502947
635	0.0006945323159
636	0.0006945214096
637	0.0006945373394
638	0.0006945315888
639	0.0006945226654
640	0.0006945020426
641	0.0006945138743
642	0.0006945084542
643	0.0006944993326
644	0.0006945044883
645	0.0006945027036
646	0.000694502968
647	0.0006944950362
648	0.0006945053476
649	0.0006944988699
650	0.0006944859145
651	0.0006944803622
652	0.0006944684644
653	0.0006944757353
654	0.0006944510144
655	0.0006944561701
656	0.000694468134
657	0.0006944499568
658	0.0006944352168
659	0.0006944297306
660	0.0006944121483
661	0.000694406596
662	0.0006944160481
663	0.0006944007793
664	0.0006944040842
665	0.0006943784379
666	0.0006944050757
667	0.0006944006471
668	0.0006943833953
669	0.0006943830648
670	0.0006943815446
671	0.0006943809497
672	0.0006943657469
673	0.0006943865681
674	0.0006943632352
675	0.0006943726873
676	0.0006943601286
677	0.0006943601286
678	0.0006943634996
679	0.0006943697129
680	0.000694365086
681	0.0006943640284
682	0.0006943545102
683	0.0006943555016
684	0.0006943339534
685	0.0006943327637
686	0.0006943326976
687	0.0006943369279
688	0.0006943124052
689	0.0006943165034
690	0.0006943059276
691	0.0006943148509
692	0.0006943059937
693	0.0006942525858
694	0.0006942611787
695	0.000694261377
696	0.0006942576754
697	0.000694251991
698	0.000694251991
699	0.0006942558247
700	0.0006942463065
701	0.0006942463065
702	0.00069424201
703	0.000694233285
704	0.0006942180823
705	0.0006942146451
706	0.0006941930969
707	0.0006942070438
708	0.0006941901225
709	0.0006941913784
710	0.0006941692353
711	0.0006941736181
712	0.0006941736181
713	0.0006941523343
714	0.0006941689251
715	0.0006941381891
716	0.0006941406348
717	0.0006941383213
718	0.000694122722
719	0.0006941136004
720	0.0006941189544
721	0.0006941050076
722	0.0006941117496
723	0.0006941117496
724	0.0006941064617
725	0.00069410395
726	0.0006941080481
727	0.0006940530539
728	0.0006940691159
729	0.0006940691159
730	0.0006940535827
731	0.0006940556979
732	0.0006940344141
733	0.0006940320345
734	0.0006940321667
735	0.0006940222519
736	0.0006940222519
737	0.0006940292584
738	0.0006940240366
739	0.0006940114117
740	0.0006940114117
741	0.0006940168318
742	0.0006940107507
743	0.0006940038764
744	0.0006940038764
745	0.0006940011664
746	0.0006940011664
747	0.000693991516
748	0.0006939880127
749	0.0006939942921
750	0.0006939722812
751	0.000693978825
752	0.000693973471
753	0.0006939637545
754	0.0006939724134
755	0.0006939424046
756	0.0006939415453
757	0.0006939363235
758	0.0006939250867
759	0.0006939305068
760	0.0006939402894
761	0.0006939303746
762	0.0006939303746
763	0.0006939290526
764	0.0006939158329
765	0.0006939158329
766	0.0006939082976
767	0.0006939106111
768	0.0006939046622
769	0.000693894549
770	0.0006938894594
771	0.0006938704459
772	0.000693869851
773	0.0006938703798
774	0.0006938668105
775	0.0006938462537
776	0.0006938502858
777	0.0006938342899
778	0.0006938487655
779	0.0006938541195
780	0.0006938260936
781	0.0006938502858
782	0.0006938319764
783	0.0006938362067
784	0.000693818955
785	0.0006937997863
786	0.0006937953577
787	0.0006937953577
788	0.0006938083792
789	0.000693785509
790	0.0006937932425
791	0.0006937588051
792	0.0006937824684
793	0.0006937673318
794	0.0006937382483
795	0.0006937499478
796	0.000693725293
797	0.0006937317046
798	0.0006937410906
799	0.0006937077768
800	0.0006937005059
801	0.0006937038109
802	0.0006937117427
803	0.0006937117427
804	0.0006936899301
805	0.0006936826593
806	0.0006936875506
807	0.0006936962756
808	0.0006936661346
809	0.0006936722818
810	0.0006936731411
811	0.0006936444542
812	0.0006936301107
813	0.0006936449169
814	0.0006935973919
815	0.0006935996392
816	0.0006935838187
817	0.0006935902303
818	0.0006935772749
819	0.0006935754903
820	0.0006935466051
821	0.0006935475305
822	0.0006935426392
823	0.0006935360954
824	0.0006935213554
825	0.000693507739
826	0.000693499675
827	0.000693499014
828	0.0006934809029
829	0.0006934834808
830	0.0006934633206
831	0.0006934672205
832	0.0006934638494
833	0.0006934364845
834	0.0006934466637
835	0.0006934429622
836	0.0006934594869
837	0.000693434766
838	0.0006934167871
839	0.0006934055503
840	0.0006934310644
841	0.0006934048232
842	0.0006933779871
843	0.0006933867782
844	0.0006933706501
845	0.0006933555796
846	0.0006933537289
847	0.000693343814
848	0.0006933064682
849	0.000693319688
850	0.0006932946365
851	0.0006933030972
852	0.0006932958492
853	0.0006932901647
854	0.0006932787297
855	0.0006932556612
856	0.0006932513648
857	0.0006932468039
858	0.0006932424414
859	0.0006932369552
860	0.0006932369552
861	0.0006932369552
862	0.0006932386077
863	0.0006932433668
864	0.0006932290895
865	0.0006932239338
866	0.0006932055583
867	0.0006932055583
868	0.0006931801764
869	0.0006932022534
870	0.0006932050295
871	0.0006931850677
872	0.0006931705921
873	0.0006931588926
874	0.0006931547944
875	0.0006931465982
876	0.0006931465982
877	0.0006931368817
878	0.0006931262398
879	0.000693117713
880	0.0006931052204
881	0.0006931104422
882	0.0006930908108
883	0.0006930779877
884	0.0006930888279
885	0.0006930742861
886	0.0006930494991
887	0.0006930466568
888	0.0006930303965
889	0.0006930324456
890	0.0006930301982
891	0.0006930209444
892	0.0006930015114
893	0.0006930036926
894	0.0006929898119
895	0.0006929980513
896	0.000692987145
897	0.0006929817249
898	0.0006929395539
899	0.0006929395539
900	0.0006929544261
901	0.0006929544261
902	0.0006929258715
903	0.0006929247478
904	0.0006929104705
905	0.000692915494
906	0.0006928993659
907	0.000692882048
908	0.0006928729264
909	0.0006928786108
910	0.0006928601032
911	0.0006928628132
912	0.0006928550136
913	0.0006928524357
914	0.0006928191219
915	0.0006928003499
916	0.0006928146933
917	0.0006927908978
918	0.0006927821727
919	0.000692770275
920	0.0006927590382
921	0.0006927539486
922	0.0006927534198
923	0.0006927456201
924	0.0006927487928
925	0.0006927487928
926	0.0006927513707
927	0.0006927513707
928	0.0006927400678
929	0.0006927142893
930	0.0006926923445
931	0.0006927065557
932	0.0006926987561
933	0.000692687982
934	0.0006926924767
935	0.0006926747622
936	0.0006926719861
937	0.0006926595595
938	0.0006926586341
939	0.0006926427704
940	0.0006926294185
941	0.0006926405231
942	0.0006926205612
943	0.0006925838103
944	0.0006926011943
945	0.0006925885694
946	0.0006925768038
947	0.0006925783902
948	0.0006925783902
949	0.0006925859255
950	0.0006925709871
951	0.0006925439527
952	0.0006925605435
953	0.0006925516202
954	0.000692539458
955	0.0006925128202
956	0.0006925214131
957	0.0006925148032
958	0.0006925093831
959	0.0006924953701
960	0.0006925268332
961	0.0006925089865
962	0.0006925089865
963	0.0006925118948
964	0.0006925081272
965	0.000692504624
966	0.0006925074662
967	0.0006925074662
968	0.0006924877027
969	0.0006924854553
970	0.0006924910737
971	0.0006924890247
972	0.0006924697899
973	0.0006924857858
974	0.0006924857858
975	0.0006924759371
976	0.0006924759371
977	0.0006924774574
978	0.000692492594
979	0.0006924672121
980	0.0006924672121
981	0.0006924572972
982	0.0006924744829
983	0.0006924570328
984	0.0006924824148
985	0.0006924824148
986	0.0006924637088
987	0.000692453133
988	0.0006924609988
989	0.0006924588836
990	0.0006924535957
991	0.0006924535957
992	0.0006924518771
993	0.000692456438
994	0.0006924468536
995	0.0006924342288
996	0.0006924231903
997	0.0006924242479
998	0.0006924140025
999	0.0006923961559
